UserID,CourseCategory,decisionTime,linksOpened,clickPosition,QuizScores,scrollDepth,DeviceType,CourseCompletion
6675,Arts,46.16776436,20,5,57.51320694,67.48314094,0,1
4345,Arts,14.96492015,9,6,96.20605086,35.90245247,0,0
7918,Science,23.37186008,12,1,74.71747174,60.72715873,1,1
3267,Science,35.09837658,13,6,53.80004945,42.34052102,1,0
4926,Business,74.53035551,2,7,79.58932418,79.9266508,1,1
3405,Programming,90.28199333,19,3,85.75798293,47.14835242,0,0
99,Business,96.4276852,7,0,70.1843425,15.54444396,1,0
911,Science,11.44585099,6,8,82.99278191,55.47063349,1,0
8895,Health,21.12566599,7,10,67.06323236,5.09487116,1,1
2218,Business,94.96213323,13,8,96.74738135,80.81611526,1,1
3435,Science,87.24751759,0,9,60.12098346,5.944659811,1,0
3763,Programming,20.01215736,1,2,66.3330808,43.60312453,0,0
4190,Health,76.08711898,16,10,69.87188423,5.123885112,1,0
8217,Programming,89.88527688,2,3,89.94464524,78.47655174,1,0
3823,Science,36.58505759,13,7,78.47425985,85.52357567,0,1
3275,Health,68.03111522,13,0,96.94199526,5.101374457,0,0
2106,Arts,3.34791967,8,4,96.5488673,27.99187973,1,0
7257,Arts,9.739541104,15,1,70.99381545,61.79129347,0,0
8001,Programming,31.21067472,4,8,72.95086264,94.86525764,0,1
3399,Programming,84.69650097,15,7,90.25993655,44.68531008,1,1
3108,Arts,41.54232955,7,2,59.47520889,93.94135863,0,0
8761,Arts,3.529192711,13,9,85.73436748,5.514118168,0,1
8781,Arts,32.63535722,10,4,74.75876252,70.11965166,1,1
722,Arts,49.57074401,10,10,77.69134097,18.70101131,0,1
3062,Business,80.15828577,2,5,79.20527515,19.1332334,1,0
3097,Arts,45.68233579,12,10,91.9917429,78.91486549,0,1
8491,Programming,38.49037567,17,8,63.13736293,78.86536604,0,0
6314,Arts,53.58868063,0,3,51.60486976,47.47055356,1,0
6438,Health,56.17716141,9,8,97.27643295,32.06852076,1,1
6829,Science,9.858359915,8,9,60.66942413,25.4900912,1,0
5191,Health,5.971099024,14,9,60.65079917,38.47144617,1,0
4114,Programming,94.78114799,14,4,87.7822514,15.98581756,0,1
8979,Programming,56.22753106,18,0,96.62762884,64.02928474,1,1
7288,Health,96.93228339,2,4,59.31723336,27.12688424,1,0
558,Health,53.21818991,3,7,97.00846595,93.15020403,1,1
6635,Science,27.87460564,20,9,89.02223858,28.45747766,0,1
993,Science,36.95572325,7,4,70.54541634,12.21204794,1,1
2822,Programming,13.33680656,18,1,77.61432969,36.65234427,1,0
1242,Health,14.21803958,18,10,91.70042042,69.64615577,0,1
6073,Business,67.7494196,7,4,52.16892645,66.05835424,0,1
6017,Health,95.93155588,12,5,52.04329207,59.76003664,0,0
6123,Health,22.77349707,5,2,65.43816473,76.96820347,1,0
4506,Business,53.87606732,11,7,87.50740176,95.55933225,1,1
4899,Health,42.09273477,9,2,75.59385543,43.52847751,1,0
8938,Health,40.39807727,7,4,53.40800298,48.79359049,1,1
4891,Health,65.03376037,19,7,74.62656494,35.43404017,0,1
7310,Business,2.34683515,4,2,88.32572286,61.3281891,0,0
4045,Science,67.12543981,3,10,60.79363236,67.46767279,1,0
2277,Health,32.55102847,4,7,50.52054933,26.33547284,1,0
6089,Health,33.22142988,10,0,71.02668604,69.5596006,1,1
3329,Health,3.608385887,12,6,73.87502611,71.47113345,0,1
3523,Health,81.13784775,9,4,52.54791884,71.03879989,1,1
2174,Arts,75.48784292,1,5,51.79377826,24.74935071,1,0
5297,Arts,60.93463682,20,9,81.58560513,29.00188365,1,1
5485,Science,1.776647203,11,7,50.78057333,59.47934717,0,0
1181,Business,55.29169274,19,2,81.43226203,79.31814213,1,1
1484,Programming,54.17976284,9,2,73.66606453,35.74695918,1,0
2556,Programming,19.43033854,18,6,63.98131738,51.22714861,1,0
3106,Health,36.68583989,9,3,97.01783572,79.00436169,0,1
4135,Health,15.08633564,18,2,77.47082149,86.6319592,1,0
7417,Health,9.880230404,2,5,52.14262839,42.92665418,0,0
7376,Health,57.10007792,16,1,98.43352614,95.6480703,0,1
5110,Business,22.17836418,0,9,68.00077698,88.49886057,0,0
4069,Health,87.55093579,9,0,86.94631148,89.25673969,0,1
7560,Health,16.89522327,14,9,68.57645327,48.34825924,0,0
5813,Arts,90.9050736,19,8,78.78184188,46.47547352,0,1
3596,Programming,48.76269557,17,4,67.40102538,41.64978118,1,0
7467,Business,64.23361747,19,7,96.1427774,6.182249654,1,1
8171,Arts,1.334505834,8,5,89.37415887,49.23327199,1,0
2981,Arts,6.258941796,19,5,97.95822687,17.25951474,0,0
345,Business,24.68189772,4,10,76.06499392,30.62257035,1,0
6748,Health,18.13941848,0,0,62.81103981,82.11963631,1,0
1314,Programming,10.05681284,10,8,75.41040875,25.95653092,0,0
6719,Programming,84.14609769,15,5,73.70656959,62.54344522,1,1
5307,Arts,9.742959401,9,7,62.05238625,55.88842511,0,0
7593,Business,35.96228583,4,0,86.88619783,73.97925765,1,0
5817,Arts,3.440949515,0,6,87.1742088,49.40500869,0,0
6649,Science,25.47029971,0,9,51.52728969,72.11856515,1,0
4175,Health,15.34496727,6,8,90.62201202,63.37961431,0,1
7581,Business,54.18360976,20,6,65.73490412,65.10002248,0,1
2797,Programming,14.45272886,13,3,99.01323751,4.446850552,0,0
6528,Arts,94.65421714,4,10,67.77543537,3.436823241,0,0
589,Science,9.68404653,18,0,61.66858157,38.78834401,0,0
318,Business,11.82623441,6,2,61.1212341,61.65013488,1,0
1051,Science,89.88178483,18,1,73.09700978,61.85231898,0,1
1849,Science,87.28302239,15,10,85.94521317,43.98920715,1,1
7463,Business,19.26897002,0,6,69.5794403,10.80667398,0,0
8890,Health,13.02281896,11,6,75.8277223,3.193659353,0,0
8208,Business,88.99990603,11,6,69.62323915,91.94907791,0,1
2446,Science,72.50880566,15,7,91.56188149,89.70828922,1,1
7874,Arts,15.18769359,8,5,51.38141497,52.16741694,0,0
5954,Business,17.97978677,6,2,67.17301885,71.79811032,0,0
282,Health,87.26202564,3,7,70.86462689,95.534498,0,1
5126,Health,10.47120233,8,9,76.52730197,72.8472535,1,1
8522,Programming,29.24110253,6,10,76.85944198,33.77082088,0,1
2478,Business,29.44570299,7,6,85.18513763,26.15809962,0,1
8839,Science,34.1773024,20,6,98.48392742,69.34892469,0,1
5217,Business,26.82003429,8,4,84.1227064,72.65406917,1,1
2844,Programming,1.688801143,5,8,86.521036,18.25010182,1,0
7584,Arts,52.14878567,2,7,88.28163858,79.30162112,0,1
3202,Arts,99.75386082,19,4,70.54991868,24.97061486,1,1
1157,Programming,46.99369368,0,7,62.52451095,57.05490847,0,0
3066,Business,83.31024557,4,1,93.29728091,95.83785631,0,0
7054,Business,52.25632505,9,0,86.32073432,46.5225013,1,0
3998,Health,84.48990313,0,9,96.16317483,84.7702605,0,1
4030,Programming,61.03931978,13,6,67.99691586,42.08148502,1,0
1963,Health,55.67000574,11,9,89.06386077,46.99548634,0,1
3738,Programming,1.566372223,8,4,51.88603763,50.95618641,0,0
7945,Programming,89.54459552,15,2,98.24105899,94.6667807,0,1
8455,Arts,87.74610602,20,8,81.89673529,36.68965169,0,0
8214,Health,23.91222642,20,10,56.91001467,47.89633475,1,0
8149,Programming,74.86889988,10,1,68.90288142,1.174689522,1,0
7064,Programming,93.96904918,20,7,83.41377335,87.83881743,0,1
2511,Business,82.16694661,14,2,96.60884975,40.20975129,0,0
6128,Programming,52.16325887,19,4,95.98129002,80.38279316,1,1
5403,Business,35.14402824,19,4,63.49601427,64.20498939,0,1
8091,Health,47.13434792,18,0,56.78676538,60.60176961,1,0
3260,Arts,64.53576504,14,9,87.73876956,93.15762948,0,1
4293,Health,4.179855851,15,6,64.88753847,20.90977296,1,0
4848,Health,40.62169046,12,9,88.86203517,9.453955461,1,1
5952,Business,11.38897885,9,9,73.44069099,39.97866279,0,0
6656,Science,4.439472446,8,10,98.49116689,20.70846545,1,0
7984,Programming,25.49930522,4,10,77.37668843,8.998963192,0,0
7837,Arts,21.1128438,2,4,84.67030689,93.70550941,0,1
4359,Arts,9.284417837,4,6,78.26216595,65.10731742,1,0
6898,Science,55.01186033,18,10,79.4522419,97.84185221,1,1
5090,Science,76.57567717,12,8,61.07108934,29.01624707,0,0
1481,Business,58.80196846,19,3,83.26468691,19.00768842,1,0
5336,Arts,20.94320168,1,3,67.41327555,39.68213969,1,0
3992,Arts,33.58049215,3,8,83.07007991,71.5514628,1,1
4137,Business,7.724694218,13,9,96.01446045,72.40334895,0,1
6422,Health,46.23256094,3,4,55.674392,88.50579137,1,0
305,Arts,2.263777225,17,9,94.04103346,93.38300223,0,1
3599,Arts,70.13301907,17,4,64.93440532,84.61031401,1,1
4412,Programming,64.31582881,2,1,50.11893008,55.03378277,1,0
4886,Business,13.26417596,1,6,99.89047278,53.35689123,0,0
8294,Programming,89.92764928,13,4,64.60157057,31.49719324,1,1
8186,Arts,40.43938989,10,6,75.39880616,46.78835112,1,1
1568,Business,60.33699162,10,6,74.76458657,94.36787885,1,1
901,Arts,68.90175123,15,1,84.79200519,33.54557116,1,0
6549,Arts,75.06291387,5,2,54.71767736,20.18130559,1,0
7731,Arts,21.30428162,14,4,67.85519576,63.76383569,0,1
6351,Business,85.88406982,14,7,67.04892737,34.03748706,0,0
967,Programming,29.50007083,17,8,90.06411792,30.40564957,1,1
7769,Science,20.90726535,13,0,87.86807383,73.03273105,1,1
7962,Arts,77.30213292,2,5,60.51129423,10.46154264,0,0
5957,Science,21.04537785,8,8,54.64117839,46.41868399,1,0
8011,Arts,51.87187857,12,9,97.79603459,98.13049377,1,1
3035,Arts,17.5523896,17,3,56.6061262,55.87074126,1,0
8429,Programming,96.69488423,16,3,53.19100589,6.906975836,1,1
2424,Business,50.2778998,19,5,80.65378559,60.60168011,0,1
312,Arts,40.96102275,12,10,58.03086466,70.478715,0,1
8402,Business,17.53041349,8,10,87.50647035,35.8791407,1,0
263,Health,89.77790844,0,4,95.51006418,7.201951238,1,0
6619,Business,26.03054453,19,5,72.35856893,73.96673991,1,1
7339,Business,75.95949592,10,8,89.01008003,99.75015533,0,1
5165,Business,50.54899461,17,0,96.67524826,98.22668881,0,1
8280,Science,98.87699894,19,1,74.253905,17.37865019,0,0
4043,Arts,25.62558336,3,3,76.13125861,72.77790851,0,0
2177,Programming,85.77222768,7,4,85.6154443,23.62692096,0,1
5941,Business,44.20839148,15,5,88.94328133,98.49870694,0,1
8504,Business,31.20580983,7,3,94.27552188,86.19518799,1,1
2084,Science,24.97739331,5,10,87.38557626,83.44668051,0,1
931,Business,5.694147978,14,9,65.15376834,57.99243663,1,0
6806,Science,1.911361072,8,2,69.61580112,2.813541248,0,0
6044,Programming,32.0340537,12,1,74.9028701,51.17855494,0,0
1982,Science,17.74128614,2,1,80.59119755,15.68129295,0,0
3087,Health,9.316169738,6,8,51.99012098,21.76227554,1,0
1315,Health,51.87370764,6,9,55.68914987,7.336565938,1,0
2138,Programming,27.22175952,4,10,86.27103531,18.56714867,0,0
1957,Science,95.10860929,15,6,85.08620618,38.20289909,1,1
5874,Health,18.53002127,16,7,61.5450932,66.14472489,1,0
1833,Business,34.7170178,20,9,72.36189679,30.77451512,1,1
2331,Programming,92.97306769,16,9,82.01487518,89.10037963,0,1
260,Business,20.15127557,19,9,96.40301778,45.06465913,1,1
8284,Business,86.77509782,8,9,81.11635891,53.33063656,1,1
1427,Science,65.88293675,8,1,52.55827868,4.229916703,0,0
1541,Business,43.2325982,2,3,74.67740654,1.119061396,0,0
6610,Business,36.15818832,11,4,92.99504452,38.79256754,1,1
3242,Business,93.86079868,4,7,84.94787035,50.07656288,1,0
1075,Health,59.49632037,1,10,53.77946164,29.51732753,1,0
601,Arts,33.11938463,11,9,67.3147281,81.94937899,1,1
7037,Business,3.356798283,18,2,73.9828125,76.30678613,0,0
8875,Business,16.01895493,5,3,78.31546523,58.14768335,1,1
2515,Science,30.50620976,13,3,77.73009219,73.24874359,1,1
1030,Programming,93.75797614,11,5,73.43541498,11.83228516,0,1
5995,Business,19.6712942,2,4,95.23321461,37.35124071,1,0
6965,Arts,6.994673368,12,10,71.23054939,21.32907024,1,0
6811,Business,29.18509892,13,0,86.45694748,12.09574435,0,0
118,Arts,72.51497726,18,3,56.51117328,43.79468106,0,0
139,Business,53.13289932,10,2,85.42571276,71.81642458,0,1
5137,Science,72.24672863,13,8,79.65791477,87.40023281,1,1
2545,Science,27.91421195,12,2,62.74921795,44.75074921,1,0
3271,Science,97.31280387,13,5,67.49888417,10.23812419,0,0
116,Health,94.8940904,10,3,84.51899473,27.60867284,1,0
5656,Health,38.17422689,0,7,68.25789271,94.95314607,1,0
6993,Programming,47.79798296,16,6,99.45658032,72.36460228,1,1
804,Health,92.25094028,10,7,58.98715758,35.77520503,0,0
689,Programming,20.61494344,0,3,64.9092687,95.10628097,1,0
548,Business,55.85177996,8,9,95.50051605,22.94462699,1,1
1212,Arts,26.53601117,18,1,69.06431324,79.48989106,0,0
7656,Programming,63.38837134,6,6,78.20733736,36.0317192,0,1
5334,Programming,66.87507447,4,5,93.61145849,98.43762115,0,1
4712,Science,72.1055615,12,8,91.65622691,4.445659843,1,1
8677,Arts,44.97174816,9,10,99.58943237,41.47876453,0,1
5682,Programming,34.08731404,20,8,50.56695291,51.38732481,0,0
8835,Science,7.052625371,15,10,58.74270038,61.23584172,1,1
2606,Arts,40.51182066,7,7,84.13661667,43.14173993,1,1
6566,Business,17.20054229,2,7,66.77819238,13.70781675,0,0
4009,Business,90.64140052,12,5,95.39468142,37.08997505,0,1
6495,Business,29.20595368,11,8,59.94863593,26.38953858,1,0
373,Business,5.62179717,2,6,67.85447489,38.9594544,0,0
8388,Health,53.19525041,19,4,92.0360643,99.02767117,1,1
5104,Arts,74.34012711,8,1,83.67475173,29.41981052,0,0
2615,Science,21.90464571,4,6,72.7885215,55.71685265,1,0
3273,Health,71.89325477,9,3,58.93807922,60.45784785,1,0
1589,Science,67.46543288,13,8,55.0777943,60.13342312,1,1
3577,Business,2.521258823,3,3,88.35124118,42.31614326,1,0
5392,Health,39.18750046,1,10,53.44504405,55.96779562,1,0
5568,Health,66.9762348,13,5,99.83897621,25.09114675,1,1
4861,Science,54.84547595,6,8,59.3483153,40.96544075,1,0
6240,Science,4.680353517,11,0,75.96922505,37.5635106,1,0
7624,Arts,29.70377227,14,1,90.85540563,51.04807967,1,0
2685,Arts,56.49339589,7,4,84.42130262,14.09157098,1,1
8753,Business,88.05284427,8,7,92.21855601,26.86475056,1,1
4264,Business,50.08816308,2,7,82.25019298,83.64073321,1,1
5454,Science,36.51739518,11,2,60.51367668,83.12990345,0,0
6860,Programming,88.92961313,1,9,95.67828981,30.43987797,1,0
1013,Health,15.77753325,13,9,70.73699782,27.06568369,0,0
2681,Business,57.82219023,4,3,98.15023386,10.60824308,0,0
5690,Programming,52.48890382,16,3,62.1753508,82.75687696,0,0
684,Business,41.64175565,9,3,95.88949549,38.08983524,1,0
3620,Programming,82.11404148,1,7,84.58316154,0.817870699,0,0
6880,Programming,67.5922252,4,5,94.58274534,31.42454954,0,0
1467,Health,60.82169208,19,9,59.43335415,10.76135615,0,0
4443,Programming,78.79243289,13,1,58.64519955,51.15574332,1,0
5943,Health,52.68528354,0,3,76.54877675,23.81175284,1,0
4292,Programming,67.53635467,3,4,78.37931924,74.7676997,1,1
924,Health,9.220837023,14,10,86.84137701,41.42632783,1,0
8139,Health,70.17396545,5,4,74.047748,50.97493521,1,0
1739,Programming,77.91769245,15,0,83.86421622,8.983253917,1,0
8341,Business,72.7215819,5,5,72.18596248,44.31875409,1,0
5756,Science,63.56714307,10,10,63.30916476,12.8331826,0,0
7420,Business,82.09472514,3,0,58.63880748,37.9658871,0,0
6290,Business,36.74834986,13,5,78.96654033,22.96475667,1,1
3693,Health,96.98312581,9,2,54.92540481,55.34991383,1,0
509,Health,53.45768693,12,10,94.16400658,69.43851644,0,1
1514,Health,32.24970907,9,10,81.87908546,38.83697798,1,1
5880,Arts,99.88563789,17,5,77.34289963,26.26890675,1,1
6622,Arts,87.7720757,15,2,97.16171816,26.24624103,0,0
4084,Health,3.462712319,16,9,50.60346736,87.20039132,1,0
5155,Business,12.14810775,2,6,86.49536672,11.19000193,1,0
6288,Programming,97.57877618,1,4,60.99856243,77.50975578,1,0
6651,Programming,40.31809749,20,7,79.71150126,77.41313955,0,1
6853,Health,35.4614592,0,2,80.75678456,88.8463692,0,0
3766,Programming,3.554909651,16,0,65.39407865,98.48378959,1,0
6577,Business,22.07881127,15,9,89.21920441,87.46896641,1,1
7121,Health,7.448586628,4,3,78.66814067,95.82665064,1,0
1889,Science,85.41394916,8,8,64.97135741,38.16133054,1,0
7446,Programming,77.9866144,19,0,69.96097706,98.30815423,1,0
2582,Health,22.94308415,8,9,56.33661911,47.15676645,1,0
8213,Programming,65.90026154,0,2,51.17157744,17.72967561,0,0
510,Programming,61.87539844,10,1,98.84298239,40.41541582,0,0
662,Business,16.67033935,1,3,62.72772464,99.15014385,0,0
7295,Business,90.68956577,9,9,67.7136982,83.61536798,1,1
5424,Business,69.85208481,9,4,55.3256817,27.4511975,1,0
7720,Business,10.19308782,17,3,71.38323184,37.71742255,1,0
2968,Health,4.15381949,0,9,83.28947805,97.69489451,0,0
4174,Arts,94.68458102,1,10,76.82681617,89.97905592,0,1
1468,Business,82.88865669,6,7,98.73495064,48.06154793,1,1
1757,Arts,98.02514235,16,10,70.63144513,26.08615232,0,1
2320,Arts,35.4993196,10,2,58.39443279,50.72566095,0,0
2817,Science,81.76626425,6,7,84.17395035,10.50587567,0,1
5738,Science,55.72199731,15,1,74.14551092,29.15096617,0,0
2701,Programming,21.77660305,11,0,74.31890333,96.87041927,0,1
8231,Programming,20.38173603,18,2,73.69603887,26.53550459,0,0
338,Science,83.85585545,8,8,93.99360853,35.97981066,1,1
2783,Business,35.59793783,2,4,67.4580705,26.96488074,0,0
8486,Programming,25.2363614,1,10,58.17643607,94.05862283,0,1
3639,Science,75.99347246,13,10,68.28745891,19.58635523,0,0
2120,Science,54.29431083,7,9,87.45634262,84.66464965,0,1
6844,Arts,94.48234981,15,7,50.27459749,46.64742903,0,0
1276,Business,12.63011399,15,6,57.54902493,49.82919524,0,0
8097,Science,8.911595825,10,9,82.13307042,63.52326508,1,1
2806,Programming,95.1105657,12,2,93.1438512,55.37401003,0,0
388,Business,73.81654987,18,8,91.18932113,13.13572399,1,1
4864,Business,24.58797892,17,10,93.13254709,1.175651993,1,1
180,Programming,50.13321742,2,3,82.23159268,36.01804883,1,0
2921,Arts,84.8541915,10,5,59.77048303,90.84748661,0,1
6197,Programming,48.17183758,11,4,77.60504222,22.91555067,0,1
8746,Arts,82.39610768,9,0,95.42099811,98.89651268,0,0
6502,Programming,97.25372037,4,0,81.12510899,69.21760349,0,0
899,Programming,42.06983818,0,8,76.98472222,89.44034694,1,1
849,Programming,84.33906219,16,8,53.65593643,16.4294759,0,0
5028,Business,32.23343144,16,9,81.33947704,71.55269387,1,1
2929,Health,62.13817401,20,7,67.8303689,10.44142141,0,0
2581,Programming,77.07831177,20,6,51.3334602,91.78897556,1,1
3122,Arts,48.91985508,9,3,61.42152513,26.46980233,1,0
7812,Programming,76.3193655,0,9,67.50921916,9.355098262,1,0
2159,Business,76.81264498,7,10,69.24602723,13.0834021,1,0
3804,Science,93.81507269,5,2,54.02666287,48.38031288,0,0
2457,Science,39.16157304,4,3,95.40217182,71.24572423,1,0
5171,Science,66.52985529,7,5,85.47311519,73.79874356,0,1
4218,Science,2.08540166,19,8,50.16812536,22.63684044,1,0
8965,Programming,64.44827482,12,2,66.92256431,46.62275503,1,0
4600,Programming,24.70938274,10,6,96.87179594,32.27252431,1,1
2142,Arts,55.97106894,2,7,80.72671645,23.33379777,1,0
2371,Health,47.43697368,15,9,81.00687121,55.69651924,0,1
914,Programming,95.11003079,1,4,88.70984205,49.3779292,1,0
7999,Programming,11.74698042,6,8,92.00336198,54.90068747,0,0
8291,Arts,30.08640085,9,2,53.57472887,2.126799631,1,1
6294,Arts,53.4600184,2,8,94.66338077,78.02020644,0,1
7812,Programming,76.3193655,0,9,67.50921916,9.355098262,1,0
2745,Science,21.9907572,6,8,68.94135932,37.40605749,0,0
1607,Programming,34.55802269,1,4,96.8758969,52.79550298,1,0
2794,Programming,71.83508951,0,7,94.06810221,95.01763379,0,1
5299,Science,68.34112372,12,10,73.55126399,36.00093471,1,1
2180,Arts,87.76567342,9,4,90.68707414,89.35054155,1,1
256,Arts,66.70970171,2,8,64.44811237,66.39882277,1,0
2991,Health,39.77498775,17,6,60.35772491,68.55569393,0,1
5020,Programming,94.18464735,6,1,65.02989476,10.85198288,1,0
4226,Programming,32.95863527,0,6,99.04417477,33.3735304,1,0
7601,Health,51.90651027,18,3,53.26088527,65.84454029,0,0
8081,Business,76.026783,15,10,85.90533844,26.56551426,0,1
2520,Programming,39.94193104,3,0,59.52325822,38.58147248,0,0
2897,Programming,89.51140592,19,4,70.7479396,30.30752127,0,1
17,Science,60.90205409,4,10,82.14312822,48.55033088,1,0
8077,Science,27.88181481,3,1,52.77961905,11.07841286,1,0
8745,Programming,57.99925827,17,7,62.12322955,83.25082786,1,1
8722,Business,28.41018118,8,4,77.84227563,2.157140441,0,1
7735,Health,51.14882777,8,6,73.68345063,65.53632525,1,1
4124,Health,46.34862697,6,1,88.53406935,9.35013456,0,0
3756,Programming,58.13066682,4,1,76.57506342,89.23592696,1,0
3027,Programming,24.18524814,19,6,69.9087376,77.10867922,1,1
191,Business,85.11041732,17,4,97.87136676,51.62317953,0,1
2614,Science,9.831449323,3,8,78.03751728,73.19018143,1,0
1886,Programming,22.79087317,15,1,72.09776008,30.19474278,1,0
2629,Science,20.80088319,20,2,99.06284146,3.711140196,1,0
8471,Arts,29.55737669,0,1,61.97880712,67.69974885,1,1
4147,Programming,94.76166715,5,0,77.58389514,38.16714277,0,0
6358,Science,91.60993652,4,3,91.24589214,27.28866083,1,0
3600,Science,43.93599638,10,7,81.19236707,31.00183697,1,1
5447,Science,63.41175307,19,3,50.27491438,96.10640698,0,0
6221,Science,89.01017222,15,5,92.36412296,69.46472487,1,1
17,Science,60.90205409,4,10,82.14312822,48.55033088,1,0
3037,Arts,63.30613932,3,9,76.82817566,44.34120664,0,0
22,Health,81.46055753,9,3,81.3132402,56.19029984,1,0
1120,Business,8.020702952,3,8,85.97901268,64.84819968,1,0
5767,Arts,29.24447437,3,2,90.52914642,98.12981046,0,0
8611,Programming,39.80613018,10,6,68.98752015,21.45220471,1,1
7926,Programming,67.28035908,18,0,64.37033657,74.22757101,0,0
7723,Arts,7.791497505,9,5,90.04553486,69.10303369,1,1
3626,Business,76.60105622,17,6,70.3059523,77.62776908,1,1
2821,Health,82.05506106,19,8,83.40364102,69.41856781,0,1
8495,Science,4.187445787,0,9,99.23243436,94.05415462,1,1
419,Health,84.1598241,8,2,77.60106143,80.84770327,1,1
1773,Arts,86.52964494,4,0,83.39002704,54.49979512,1,0
8914,Health,57.62628585,10,8,53.55809207,99.15907317,1,0
1397,Business,28.16685053,14,7,79.1715161,7.757410458,0,1
1645,Programming,36.36695485,15,3,82.04960985,8.042548317,0,0
366,Health,41.06072042,10,5,83.31710578,54.33570205,0,1
1016,Programming,52.49586208,9,8,86.10391213,1.682893071,0,1
213,Arts,33.21640979,15,2,68.8691012,49.86436814,0,0
434,Arts,19.60245529,20,1,53.29329956,30.43307358,1,0
4657,Business,5.172891279,18,9,98.75703028,51.24580987,1,0
2409,Business,55.21358643,19,8,74.2564256,54.8954892,0,1
3444,Programming,92.97855967,0,9,56.00133292,16.73913304,0,0
217,Science,42.95701033,20,1,85.22072073,48.38849107,1,0
2546,Business,17.80081868,3,1,60.05883769,70.71619363,1,0
5221,Arts,87.25601785,3,5,71.68134637,87.49782543,0,1
8547,Business,74.08346321,18,8,52.41902769,76.20162727,1,1
4878,Arts,28.4986409,17,1,78.19113901,13.603604,1,0
3603,Arts,1.574573115,17,3,73.07964564,93.3024644,1,0
5290,Arts,99.02086859,7,4,97.46828249,77.014582,0,1
4419,Science,90.07620192,4,1,73.71451778,52.18450173,1,0
2875,Business,1.09336121,8,1,70.22772163,99.69267212,1,0
1644,Programming,59.03205305,18,3,87.86634775,11.09132282,0,0
909,Programming,15.04259536,9,2,73.15005095,79.68768108,0,0
8413,Science,29.59626121,7,2,98.14683724,1.029888213,1,1
7484,Business,68.12917872,11,6,94.58797015,16.60569203,1,1
1821,Business,48.18022641,4,3,93.32443878,69.30389469,1,0
6289,Business,19.07062355,15,5,75.89011892,74.80928109,0,1
8122,Arts,33.25772389,2,0,51.07125744,38.44949744,0,0
7961,Science,3.870281755,14,4,98.1202517,27.26256395,1,0
4919,Arts,25.20624224,3,5,79.90279239,0.907790065,0,0
1098,Programming,34.9050467,6,3,66.64068588,88.99779635,1,0
8693,Health,8.609843235,9,10,50.3926098,36.25252349,1,0
1175,Science,4.249724383,11,9,54.4727907,47.76377406,0,0
7797,Science,60.68162993,13,8,53.72515821,45.32926653,1,0
7707,Arts,4.385349542,18,9,53.88529746,56.13834115,0,0
663,Programming,46.11042133,7,6,53.05890488,98.40520788,1,1
